ko_id,ko_name,n_cells,fc_1-2,pval
KO:K14028,methanol dehydrogenase (cytochrome c) subunit 1 [EC:1.1.2.7],3685,2.1987972,8.553281932536499e-19
KO:K07501,3'-5' exonuclease,6439,2.2000103,2.2657048706522794e-42
KO:K01147,exoribonuclease II [EC:3.1.13.1],6463,2.2012358,1.1858825459577347e-32
KO:K19737,type II protein arginine methyltransferase [EC:2.1.1.320],4006,2.2023566,8.680123931355641e-20
KO:K16014,"ATP-binding cassette, subfamily C, bacterial CydCD",5982,2.202614,6.045225319980769e-16
KO:K02509,"2-oxo-hept-3-ene-1,7-dioate hydratase [EC:4.2.1.-]",6042,2.2030838,0.0815507160273907
KO:K11416,NAD+-dependent protein deacetylase sirtuin 6 [EC:2.3.1.286],1868,2.203911,1.1479597192302698e-16
KO:K10756,replication factor C subunit 3/5,3684,2.212507,0.0027925867700609145
KO:K16243,phenol/toluene 2-monooxygenase (NADH) P1/A1 [EC:1.14.13.244 1.14.13.243],3771,2.2139173,6.278115479826359e-10
KO:K07673,"two-component system, NarL family, nitrate/nitrite sensor histidine kinase NarX [EC:2.7.13.3]",6164,2.2140424,7.588981828299226e-26
KO:K16150,glycogen synthase [EC:2.4.1.11],5926,2.2167745,3.0990352826794374e-27
KO:K10235,alpha-glucoside transport system ATP-binding protein,3439,2.219949,1.0966365237317211e-17
KO:K06160,putative pyoverdin transport system ATP-binding/permease protein,5825,2.2204225,7.159550418806507e-07
KO:K13767,enoyl-CoA hydratase [EC:4.2.1.17],5135,2.22868,1.231542678751402e-10
KO:K09141,uncharacterized protein,5568,2.2296677,1.9303871681511168e-17
KO:K02198,cytochrome c-type biogenesis protein CcmF,6523,2.2319102,3.89607371548484e-54
KO:K10807,ribonucleoside-diphosphate reductase subunit M1 [EC:1.17.4.1],3745,2.2331412,1.2637148660672867e-10
KO:K01130,arylsulfatase [EC:3.1.6.1],6522,2.2337523,1.9367870620731242e-59
KO:K14287,methionine transaminase [EC:2.6.1.88],6278,2.234217,9.282646379399154e-10
KO:K07063,uncharacterized protein,5736,2.2371483,1.4356064484414463e-33
KO:K07788,multidrug efflux pump,5598,2.2406816,4.380710144060122e-06
KO:K07535,2-hydroxycyclohexanecarboxyl-CoA dehydrogenase [EC:1.1.1.-],6399,2.244671,1.154542304729378e-46
KO:K04780,nonribosomal peptide synthetase DhbF,5622,2.2447865,3.0801564663668993e-10
KO:K00729,dolichyl-phosphate beta-glucosyltransferase [EC:2.4.1.117],6154,2.2500465,4.7791142653736727e-29
KO:K07265,capsular polysaccharide export protein,5482,2.2502172,6.025985293504884e-13
KO:K12370,dipeptide transport system permease protein,5901,2.2503214,1.6478628235788553e-14
KO:K17818,D-arabinitol dehydrogenase (NADP+) [EC:1.1.1.287],4617,2.2536106,8.441069394464914e-05
KO:K12139,hydrogenase-4 component D [EC:1.-.-.-],1475,2.2564306,3.351057036084119e-05
KO:K09688,capsular polysaccharide transport system permease protein,5251,2.2571442,5.644031035666724e-06
KO:K10094,nickel transport protein,1501,2.2609425,8.969836635686989e-17
KO:K00559,sterol 24-C-methyltransferase [EC:2.1.1.41],3899,2.2620153,8.913760566370109e-05
KO:K11907,type VI secretion system protein VasG,6331,2.2624278,1.9014882534849136e-25
KO:K15724,iron-sulfur cluster insertion protein,6420,2.2628765,2.458328306509081e-25
KO:K14631,flavin reductase ActVB [EC:1.5.1.-],3341,2.2654417,1.3145848608352559e-24
KO:K04459,dual specificity MAP kinase phosphatase [EC:3.1.3.16 3.1.3.48],3260,2.2659864,3.9925483606936323e-08
KO:K00117,quinoprotein glucose dehydrogenase [EC:1.1.5.2],6395,2.2662792,8.784187097377244e-15
KO:K17717,phospholipase D [EC:3.1.4.4],1964,2.2673872,2.2465258600871843e-15
KO:K18337,L-rhamnose 1-dehydrogenase [EC:1.1.1.378 1.1.1.377 1.1.1.173],4174,2.2704918,1.67654184176911e-10
KO:K13713,fusion protein PurCD [EC:6.3.2.6 6.3.4.13],1961,2.2708523,4.2559112071037796e-21
KO:K09978,uncharacterized protein,5214,2.272573,5.526676691118414e-06
KO:K11473,glycolate oxidase iron-sulfur subunit,6517,2.2758737,3.1150721225761835e-51
KO:K11212,LPPG:FO 2-phospho-L-lactate transferase [EC:2.7.8.28],6375,2.2765012,1.1519423343187372e-26
KO:K12068,conjugal transfer pilus assembly protein TraL,3324,2.2765071,0.1131890001128761
KO:K16317,tRNA (pseudouridine54-N1)-methyltransferase [EC:2.1.1.257],3974,2.278082,2.930820839018751e-12
KO:K19710,ATP adenylyltransferase [EC:2.7.7.53],6404,2.2790003,2.1028963264882343e-31
KO:K08244,"alpha-glucan, water dikinase [EC:2.7.9.4]",2642,2.2791362,3.376688073356552e-14
KO:K00685,arginyl-tRNA---protein transferase [EC:2.3.2.8],6442,2.28025,1.479376963019348e-28
KO:K16327,putative LysE/RhtB family amino acid efflux pump,3878,2.2841065,8.963397961001586e-13
KO:K04097,prostaglandin-H2 D-isomerase / glutathione transferase [EC:5.3.99.2 2.5.1.18],3966,2.286087,2.133597121866175e-12
KO:K00066,GDP-mannose 6-dehydrogenase [EC:1.1.1.132],6180,2.286144,4.7280410086177005e-43
KO:K07057,N4-bis(aminopropyl)spermidine synthase [EC:2.5.1.128],3760,2.2869685,0.0002386603608625933
KO:K07066,uncharacterized protein,5406,2.2877264,7.482209608166321e-34
KO:K01920,glutathione synthase [EC:6.3.2.3],6460,2.2916636,6.309131693294665e-27
KO:K05982,deoxyribonuclease V [EC:3.1.21.7],6000,2.292998,2.442494094157767e-13
KO:K12599,antiviral helicase SKI2 [EC:3.6.4.-],3696,2.294602,8.159872448032078e-06
KO:K16188,tetraprenyl-beta-curcumene synthase [EC:4.2.3.130],2704,2.2954566,0.1604805991499596
KO:K15725,"outer membrane protein, heavy metal efflux system",6485,2.2955966,1.2405571702924206e-40
KO:K11785,"1,4-dihydroxy-6-naphthoate synthase [EC:1.14.-.-]",6387,2.2976246,5.5323804631068045e-36
KO:K01562,type I thyroxine 5'-deiodinase [EC:1.21.99.4],3473,2.2977011,4.115875292028536e-27
KO:K03554,recombination associated protein RdgC,5788,2.3038845,1.9737870931584247e-14
KO:K15719,protein O-GlcNAcase / histone acetyltransferase [EC:3.2.1.169 2.3.1.48],3539,2.3043802,5.342287702857751e-15
KO:K19163,toxin CcdB,5377,2.304571,1.6123838106051368e-05
KO:K06963,tRNA acetyltransferase TAN1,3416,2.3046637,8.133964886970908e-06
KO:K11162,retinol dehydrogenase 14 [EC:1.1.1.-],2663,2.3065515,1.2717503792858367e-12
KO:K14393,cation/acetate symporter,6506,2.3074226,6.85149374830127e-24
KO:K17883,mycothione reductase [EC:1.8.1.15],4372,2.3080919,3.4412233309169673e-09
KO:K09020,ureidoacrylate peracid hydrolase [EC:3.5.1.110],6243,2.3084757,1.0505132148213139e-27
KO:K09791,uncharacterized protein,6488,2.3086324,7.858547708349028e-43
KO:K00573,protein-L-isoaspartate(D-aspartate) O-methyltransferase [EC:2.1.1.77],6535,2.310546,6.707764091337294e-28
KO:K07806,UDP-4-amino-4-deoxy-L-arabinose-oxoglutarate aminotransferase [EC:2.6.1.87],5656,2.3121939,3.4065732091368064e-18
KO:K11811,arsenical resistance protein ArsH,4799,2.3181152,0.0160714431435852
KO:K16427,"(3,5-dihydroxyphenyl)acetyl-CoA 1,2-dioxygenase [EC:1.13.11.80]",4185,2.3209014,2.969361339555519e-23
KO:K13628,iron-sulfur cluster assembly protein,6496,2.3209991,8.155660978071401e-36
KO:K00423,L-ascorbate oxidase [EC:1.10.3.3],3188,2.3240707,7.913437078323225e-22
KO:K12339,S-sulfo-L-cysteine synthase (O-acetyl-L-serine-dependent) [EC:2.5.1.144],6504,2.3242245,1.4173368234651494e-62
KO:K18366,acetaldehyde/propanal dehydrogenase [EC:1.2.1.10 1.2.1.87],4460,2.3271017,2.275223909560152e-09
KO:K02204,homoserine kinase type II [EC:2.7.1.39],6464,2.327282,9.45838649042264e-39
KO:K10380,ankyrin,5260,2.3306265,3.268418133957175e-12
KO:K12146,hydrogenase-4 transcriptional activator,2480,2.3338046,7.943684462784932e-14
KO:K06933,uncharacterized protein,1807,2.3368607,4.6401763957197086e-07
KO:K00344,NADPH:quinone reductase [EC:1.6.5.5],6523,2.3386612,8.923000072509876e-36
KO:K15503,serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit B,5798,2.3430119,8.889849715183874e-14
KO:K10857,exodeoxyribonuclease X [EC:3.1.11.-],4629,2.3443866,0.00019738654281367985
KO:K12062,conjugal transfer pilin signal peptidase TrbI,3610,2.3457398,1.214756123569938e-05
KO:K07332,archaeal flagellar protein FlaI,3914,2.3522224,5.335436007222184e-22
KO:K18298,"membrane fusion protein, multidrug efflux system",5459,2.3567843,1.0014062791057817e-09
KO:K07061,CRISPR-associated protein Cmr1,3895,2.357247,3.548319227971751e-05
KO:K05805,CreA protein,5698,2.3599393,8.119526121690829e-10
KO:K00333,NADH-quinone oxidoreductase subunit D [EC:7.1.1.2],6533,2.361536,9.699156237931233e-51
KO:K03124,transcription initiation factor TFIIB,5412,2.3623304,2.0573842887729595e-21
KO:K07465,putative RecB family exonuclease,6241,2.363062,3.301689445136282e-26
KO:K07769,"two-component system, OmpR family, sensor histidine kinase NblS [EC:2.7.13.3]",3261,2.3647766,2.584343619678741e-05
KO:K00529,3-phenylpropionate/trans-cinnamate dioxygenase ferredoxin reductase component [EC:1.18.1.3],6477,2.3657885,3.823541270289439e-35
KO:K03926,periplasmic divalent cation tolerance protein,6496,2.3704395,2.055114345163097e-22
KO:K02481,"two-component system, NtrC family, response regulator",6514,2.3732634,2.919869531369179e-50
KO:K07169,FHA domain-containing protein,3819,2.377685,5.3593429689185885e-11
KO:K19731,"LuxR family transcriptional regulator, quorum-sensing system regulator CciR",3881,2.3797505,4.542272669204825e-16
KO:K11710,manganese/zinc/iron transport system ATP- binding protein [EC:7.2.2.5],6062,2.382514,6.4011881343103866e-21
KO:K12585,exosome complex exonuclease DIS3/RRP44 [EC:3.1.13.-],4026,2.389038,0.0002621254537298309
KO:K00903,protein-tyrosine kinase [EC:2.7.10.2],2668,2.3890991,3.06920700111389e-11
KO:K11520,"two-component system, OmpR family, manganese sensing sensor histidine kinase [EC:2.7.13.3]",2370,2.3901768,2.092515542533067e-17
KO:K16247,"LuxR family transcriptional regulator, glucitol operon activator",2611,2.3908098,1.294548095648373e-16
KO:K09715,uncharacterized protein,1071,2.3938775,0.6541514473524155
KO:K12538,"outer membrane protein, protease secretion system",3562,2.3939648,7.521602483833951e-08
KO:K13238,Delta3-Delta2-enoyl-CoA isomerase [EC:5.3.3.8],2298,2.3947024,1.2331285749035268e-21
KO:K14272,glutamate--glyoxylate aminotransferase [EC:2.6.1.4 2.6.1.2 2.6.1.44],1812,2.3959694,1.161184023384731e-16
KO:K08358,tetrathionate reductase subunit B,3581,2.3964,1.2690934300850923e-24
KO:K15538,"glycoprotein endo-alpha-1,2-mannosidase [EC:3.2.1.130]",3136,2.3973892,9.546058963274168e-15
KO:K03566,"LysR family transcriptional regulator, glycine cleavage system transcriptional activator",6348,2.3992345,2.165060649717055e-12
KO:K12056,conjugal transfer mating pair stabilization protein TraG,4975,2.4007607,1.53845890030483e-11
KO:K08717,urea transporter,4472,2.4017155,2.9459011912966587e-06
KO:K02455,general secretion pathway protein F,6499,2.4030719,7.868076733418895e-63
KO:K10527,enoyl-CoA hydratase/3-hydroxyacyl-CoA dehydrogenase [EC:4.2.1.17 1.1.1.35 1.1.1.211],1613,2.4044456,2.3107895312085575e-22
KO:K01481,protein-arginine deiminase [EC:3.5.3.15],2869,2.4095452,7.060278729977785e-23
KO:K09972,general L-amino acid transport system ATP-binding protein [EC:7.4.2.1],6461,2.411316,2.595510973575558e-30
KO:K15518,deoxyguanosine kinase [EC:2.7.1.113],3500,2.4137454,5.031377630549693e-12
KO:K19073,divinyl chlorophyllide a 8-vinyl-reductase [EC:1.3.1.75],3341,2.41501,1.4129533490055617e-24
KO:K15572,naphthyl-2-hydroxymethylsuccinyl-CoA hydratase [EC:4.2.1.-],2814,2.4169412,3.313213907815748e-27
KO:K09820,manganese/iron transport system ATP-binding protein,5744,2.4199514,5.3939715365422676e-14
KO:K15894,"UDP-N-acetylglucosamine 4,6-dehydratase/5-epimerase [EC:4.2.1.115 5.1.3.-]",6330,2.4204454,3.446518144348434e-29
KO:K01061,carboxymethylenebutenolidase [EC:3.1.1.45],6491,2.4232125,1.6886400266064709e-40
KO:K12234,coenzyme F420-0:L-glutamate ligase / coenzyme F420-1:gamma-L-glutamate ligase [EC:6.3.2.31 6.3.2.34],6392,2.425237,5.222452208687561e-30
KO:K00320,"5,10-methylenetetrahydromethanopterin reductase [EC:1.5.98.2]",6212,2.4258847,5.282151972363264e-23
KO:K03774,FKBP-type peptidyl-prolyl cis-trans isomerase SlpA [EC:5.2.1.8],5469,2.4266639,1.8180710710631793e-08
KO:K16384,polyene macrolide polyketide synthase,3836,2.4311748,1.3744726385831139e-21
KO:K11747,glutathione-regulated potassium-efflux system protein KefB,5956,2.4314263,1.622810889587799e-07
KO:K07731,putative transcriptional regulator,2411,2.4335508,2.5737024890028497e-11
KO:K12507,acyl-CoA synthetase [EC:6.2.1.-],5828,2.4362094,1.0730285671194256e-11
KO:K01826,5-carboxymethyl-2-hydroxymuconate isomerase [EC:5.3.3.10],6362,2.4376311,2.0986943534604095e-31
KO:K00632,acetyl-CoA acyltransferase [EC:2.3.1.16],6522,2.4421868,1.490981350805006e-72
KO:K17947,dTDP-L-rhamnose 4-epimerase [EC:5.1.3.25],6313,2.4424121,7.007104503358519e-56
KO:K09565,peptidyl-prolyl isomerase F (cyclophilin D) [EC:5.2.1.8],2753,2.4442267,5.178708373859169e-11
KO:K10233,alpha-glucoside transport system permease protein,6159,2.4446921,6.088099335769953e-17
KO:K18106,D-galacturonate reductase [EC:1.1.1.-],2661,2.445563,2.075885210761374e-22
KO:K07799,"membrane fusion protein, multidrug efflux system",6201,2.4468436,9.177555365167615e-23
KO:K18441,cytohesin,6032,2.4471955,9.519125936349046e-24
KO:K02403,flagellar transcriptional activator FlhD,4200,2.4477577,0.004930905062724233
KO:K13991,photosynthetic reaction center H subunit,3588,2.4478533,1.5053166257793038e-24
KO:K07749,formyl-CoA transferase [EC:2.8.3.16],6534,2.4502964,1.0735387252038753e-61
KO:K11899,type VI secretion system protein ImpD,4063,2.45051,2.838531710066955e-22
KO:K16840,2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase [EC:4.1.1.97],5009,2.454422,1.419300718374759e-05
KO:K19586,"membrane fusion protein, multidrug efflux system",5537,2.4582534,3.0466939286339665e-17
KO:K18893,"ATP-binding cassette, subfamily B, multidrug efflux pump",6267,2.4608672,6.399148441142326e-23
KO:K10808,ribonucleoside-diphosphate reductase subunit M2 [EC:1.17.4.1],3576,2.4626145,5.0706253766102125e-21
KO:K08077,UDP-sugar diphosphatase [EC:3.6.1.45],1391,2.4668386,2.965523545664908e-06
KO:K16045,3beta-hydroxy-Delta5-steroid dehydrogenase / steroid Delta-isomerase [EC:1.1.1.145 5.3.3.1],2767,2.4714708,3.253967017534806e-26
KO:K12066,conjugal transfer pilus assembly protein TraK,3813,2.4730043,7.184691349918837e-07
KO:K15570,naphthyl-2-methylsuccinate CoA transferase subunit [EC:2.8.3.-],2166,2.4732184,4.9988076145500205e-27
KO:K06044,(1->4)-alpha-D-glucan 1-alpha-D-glucosylmutase [EC:5.4.99.15],5669,2.474409,1.1200961460626234e-28
KO:K00737,"beta-1,4-mannosyl-glycoprotein beta-1,4-N-acetylglucosaminyltransferase [EC:2.4.1.144]",4709,2.4783335,0.00010867199451733233
KO:K03974,psp operon transcriptional activator,5297,2.4853206,0.025267612558360106
KO:K02663,type IV pilus assembly protein PilN,6448,2.4883623,7.793759149545015e-40
KO:K10216,2-hydroxymuconate-semialdehyde hydrolase [EC:3.7.1.9],5615,2.4886527,3.896486234286119e-17
KO:K08928,photosynthetic reaction center L subunit,3691,2.4917257,4.742007458139386e-22
KO:K00510,heme oxygenase 1 [EC:1.14.14.18],4465,2.4983196,9.014542704580662e-07
KO:K16694,teichuronic acid exporter,2909,2.4987688,6.123423038269582e-05
KO:K07782,"LuxR family transcriptional regulator, quorum-sensing system regulator SdiA",4816,2.5031016,7.063105579203788e-06
KO:K16697,teichuronic acid biosynthesis glycosyltransferase TuaC [EC:2.4.-.-],2110,2.5032794,2.1573316313512902e-21
KO:K00220,cyclohexadieny/prephenate dehydrogenase [EC:1.3.1.43 1.3.1.12],6323,2.5035284,4.366504431974998e-29
KO:K16915,nickel transport protein,3515,2.5047574,0.0005350531750285642
KO:K00392,sulfite reductase (ferredoxin) [EC:1.8.7.1],6427,2.5054889,6.568024931226141e-13
KO:K07228,TrkA domain protein,5041,2.5055838,5.3134528124012735e-15
KO:K01857,"3-carboxy-cis,cis-muconate cycloisomerase [EC:5.5.1.2]",6303,2.5079038,1.701813126210089e-27
KO:K09650,rhomboid-like protein [EC:3.4.21.105],4561,2.5092876,0.0007501027199333669
KO:K07669,"two-component system, OmpR family, response regulator MprA",6384,2.5107102,3.924501169673176e-50
KO:K10229,sorbitol/mannitol transport system permease protein,6116,2.512496,1.2193030309041792e-19
KO:K00218,protochlorophyllide reductase [EC:1.3.1.33],4355,2.5166144,5.678789711658986e-12
KO:K01240,uridine nucleosidase [EC:3.2.2.3],2894,2.5166693,6.5546558657024935e-12
KO:K00076,7-alpha-hydroxysteroid dehydrogenase [EC:1.1.1.159],6243,2.5186718,1.1594032318547045e-12
KO:K18540,(R)-amidase [EC:3.5.1.100],2856,2.51892,8.12189265359953e-12
KO:K14337,"alpha-1,6-mannosyltransferase [EC:2.4.1.-]",4233,2.5205789,3.179090674880713e-07
KO:K12914,P-methyltransferase [EC:2.1.1.326],3096,2.5213664,2.9793984650458153e-22
KO:K00982,[glutamine synthetase] adenylyltransferase / [glutamine synthetase]-adenylyl-L-tyrosine phosphorylase [EC:2.7.7.42 2.7.7.89],6508,2.5281868,1.269739235007136e-35
KO:K06951,uncharacterized protein,3252,2.5304797,8.68368890446868e-07
KO:K05874,"methyl-accepting chemotaxis protein I, serine sensor receptor",5423,2.5314991,3.642453140886074e-10
KO:K07122,phospholipid transport system transporter-binding protein,5824,2.532416,1.5813449776370036e-08
KO:K02402,flagellar transcriptional activator FlhC,4337,2.5329642,0.022686093962571627
KO:K18365,4-hydroxy-2-oxovalerate/4-hydroxy-2-oxohexanoate aldolase [EC:4.1.3.39 4.1.3.43],4735,2.5340254,1.2787690765476487e-06
KO:K13195,cold-inducible RNA-binding protein,2292,2.5359783,1.2290778733465208e-21
KO:K02491,"two-component system, sporulation sensor kinase A [EC:2.7.13.3]",5172,2.536255,3.159592917753504e-40
KO:K12371,dipeptide transport system ATP-binding protein,5690,2.5366879,4.0002581973201145e-08
KO:K03611,protein dithiol:quinone oxidoreductase [EC:1.8.5.9],6402,2.5386794,2.3815629094719246e-18
KO:K05607,methylglutaconyl-CoA hydratase [EC:4.2.1.18],3763,2.5417333,3.951482421099666e-27
KO:K07697,"two-component system, sporulation sensor kinase B [EC:2.7.13.3]",2858,2.5431526,0.004771407923399172
KO:K11073,putrescine transport system substrate-binding protein,6339,2.54462,3.154790830905779e-13
KO:K10232,alpha-glucoside transport system substrate-binding protein,6201,2.5462604,7.382871654866653e-18
KO:K06883,uncharacterized protein,6467,2.5479546,6.672891260933523e-47
KO:K03747,Smg protein,6044,2.549328,2.594338777292687e-10
KO:K16017,AHBA synthesis associated protein,2598,2.5504205,1.6153336315729108e-14
KO:K12956,copper-transporting P-type ATPase V [EC:7.2.2.8],2876,2.5506043,4.427733319095507e-25
KO:K11917,sigma-54 dependent transcriptional regulator,3416,2.5520682,3.2275900512404645e-15
KO:K16922,putative peptide zinc metalloprotease protein,6387,2.5524185,7.5290396655621485e-34
KO:K12733,peptidyl-prolyl cis-trans isomerase-like 1 [EC:5.2.1.8],3327,2.5562897,9.95149063826162e-07
KO:K06980,tRNA-modifying protein YgfZ,6459,2.556425,1.9638588486234818e-28
KO:K01638,malate synthase [EC:2.3.3.9],6443,2.5593486,1.167180456488659e-18
KO:K07168,CBS domain-containing membrane protein,5605,2.56101,3.9577993965110014e-16
KO:K00166,2-oxoisovalerate dehydrogenase E1 component alpha subunit [EC:1.2.4.4],6365,2.561317,1.3595252765695506e-35
KO:K09829,C-8 sterol isomerase [EC:5.-.-.-],2400,2.562909,6.367625747675391e-27
KO:K16090,catecholate siderophore receptor,5994,2.565587,0.0007707680772053575
KO:K04034,anaerobic magnesium-protoporphyrin IX monomethyl ester cyclase [EC:1.21.98.3],6297,2.5670557,7.978094819328621e-25
KO:K18473,acetoacetyl-[acyl-carrier protein] synthase [EC:2.3.1.180],2888,2.5745082,3.484827772666599e-21
KO:K07163,uncharacterized protein,1551,2.5770419,0.0011687478183103638
KO:K16558,succinoglycan biosynthesis protein ExoL [EC:2.-.-.-],3642,2.579262,1.3123039745621597e-22
KO:K14055,universal stress protein E,4714,2.5883923,0.007991876108409719
KO:K02623,"LysR family transcriptional regulator, pca operon transcriptional activator",5023,2.589295,1.772060558196546e-13
KO:K12972,glyoxylate/hydroxypyruvate reductase [EC:1.1.1.79 1.1.1.81],6319,2.5894244,4.1615378246369504e-10
KO:K02488,"two-component system, cell cycle response regulator [EC:2.7.7.65]",6449,2.5919995,6.080265855746126e-36
KO:K02453,general secretion pathway protein D,6504,2.5925865,4.719554597341904e-65
KO:K05602,histidinol-phosphatase [EC:3.1.3.15],6174,2.5956802,3.373859306949772e-17
KO:K12140,hydrogenase-4 component E [EC:1.-.-.-],5399,2.5966952,8.280132530871262e-15
KO:K03622,archaea-specific DNA-binding protein,3634,2.5978084,1.2949456862166211e-14
KO:K02496,uroporphyrin-III C-methyltransferase [EC:2.1.1.107],5871,2.5984414,2.534180642704383e-05
KO:K03822,putative long chain acyl-CoA synthase [EC:6.2.1.-],4048,2.5992985,8.346923462829532e-24
KO:K05549,"benzoate/toluate 1,2-dioxygenase subunit alpha [EC:1.14.12.10 1.14.12.-]",5023,2.5993314,2.4734257124453927e-09
KO:K06694,26S proteasome non-ATPase regulatory subunit 10,3476,2.5997515,3.176296956179095e-10
KO:K00875,D-ribulokinase [EC:2.7.1.47],3911,2.6033297,8.953247888471468e-21
KO:K10819,histidine kinase [EC:2.7.13.3],5787,2.606312,1.2747565105124573e-18
KO:K01697,cystathionine beta-synthase [EC:4.2.1.22],6503,2.607418,1.1303785866143647e-44
KO:K07329,archaeal flagellar protein FlaF,945,2.6075165,5.03913801649778e-06
KO:K08365,"MerR family transcriptional regulator, mercuric resistance operon regulatory protein",5833,2.6095352,7.230871467347777e-18
KO:K14633,ketoreductase RED2 [EC:1.1.1.-],4458,2.6112452,4.6885445195762286e-26
KO:K11891,type VI secretion system protein ImpL,6239,2.6114893,1.0452031261736881e-22
KO:K12281,MSHA biogenesis protein MshK,3013,2.6146536,6.864141344235095e-22
KO:K15942,O-methyltransferase / aklanonic acid methyltransferase [EC:2.1.1.- 2.1.1.288],2753,2.6165476,1.4602039267127085e-27
KO:K10621,"2,3-dihydroxy-p-cumate/2,3-dihydroxybenzoate 3,4-dioxygenase [EC:1.13.11.- 1.13.11.14]",4623,2.6186838,1.3907538970307891e-24
KO:K01574,acetoacetate decarboxylase [EC:4.1.1.4],6210,2.619783,1.0928655429946398e-14
KO:K18306,"membrane fusion protein, multidrug efflux system",4360,2.6202428,0.00019979793825726798
KO:K15514,"3,4-dehydroadipyl-CoA semialdehyde dehydrogenase [EC:1.2.1.77]",4427,2.6242938,2.5167362063040187e-26
KO:K11906,type VI secretion system protein VasD,4631,2.6304097,0.11557305822497392
KO:K14338,cytochrome P450 / NADPH-cytochrome P450 reductase [EC:1.14.14.1 1.6.2.4],4834,2.6348112,1.61301870423563e-15
KO:K07245,copper resistance protein D,6288,2.634973,1.74072959349459e-08
KO:K14645,serine protease [EC:3.4.21.-],6481,2.6373558,6.093325026768185e-36
KO:K07712,"two-component system, NtrC family, nitrogen regulation response regulator GlnG",6526,2.6396174,1.0437651112002044e-64
KO:K11383,"two-component system, NtrC family, sensor histidine kinase KinB [EC:2.7.13.3]",4609,2.639781,3.375144097850448e-23
KO:K08651,thermitase [EC:3.4.21.66],6107,2.6404817,4.478379334947746e-59
KO:K05952,uncharacterized protein,2850,2.6410217,4.3285511484441364e-07
KO:K03673,protein dithiol oxidoreductase (disulfide-forming) [EC:1.8.4.15],6279,2.6430855,5.377797079909702e-13
KO:K03342,para-aminobenzoate synthetase / 4-amino-4-deoxychorismate lyase [EC:2.6.1.85 4.1.3.38],6428,2.6453795,2.239894106660387e-36
KO:K13533,"two-component system, sporulation sensor kinase E [EC:2.7.13.3]",4159,2.645675,6.180106747010522e-29
KO:K18225,propane monooxygenase reductase component [EC:1.18.1.-],3868,2.6470718,1.4947656119504843e-24
KO:K06132,cardiolipin synthase C [EC:2.7.8.-],6006,2.648294,4.722864828864767e-15
KO:K07798,"membrane fusion protein, copper/silver efflux system",6460,2.6505895,5.351666562789532e-28
KO:K08151,"MFS transporter, DHA1 family, tetracycline resistance protein",6458,2.6531713,2.2263476546018827e-49
KO:K08318,4-hydroxybutyrate dehydrogenase / sulfolactaldehyde 3-reductase [EC:1.1.1.61 1.1.1.373],4905,2.6537588,1.4040301995450042e-09
KO:K18098,"LuxR family transcriptional regulator, quorum-sensing system regulator BjaR1",3984,2.6566935,5.384598301127155e-18
KO:K13655,HTH-type transcriptional regulator / antitoxin MqsA,4754,2.6573539,2.602945763019181e-18
KO:K19031,cell migration-inducing and hyaluronan-binding protein [EC:3.2.1.35],4695,2.660048,1.6805722561849495e-26
KO:K02617,phenylacetic acid degradation protein,6119,2.6612158,7.312961479948131e-34
KO:K10234,alpha-glucoside transport system permease protein,6138,2.6614146,1.6850753545193026e-18
KO:K02615,"3-oxo-5,6-didehydrosuberyl-CoA/3-oxoadipyl-CoA thiolase [EC:2.3.1.223 2.3.1.174]",5553,2.661676,6.903128988292244e-16
KO:K11168,dehydrogenase/reductase SDR family member 12 [EC:1.1.-.-],3381,2.6616886,4.5709439863971466e-26
KO:K14647,minor extracellular serine protease Vpr [EC:3.4.21.-],4728,2.6623201,5.611210667969661e-12
KO:K05522,endonuclease VIII [EC:3.2.2.- 4.2.99.18],6095,2.6664412,5.143302921122102e-11
KO:K16555,succinoglycan biosynthesis protein ExoO [EC:2.4.-.-],5374,2.669353,5.825153530373834e-15
KO:K07714,"two-component system, NtrC family, response regulator AtoC",6410,2.669488,4.7355409802443316e-48
KO:K05882,aryl-alcohol dehydrogenase (NADP+) [EC:1.1.1.91],6348,2.6702006,2.1141322599388184e-43
KO:K11941,glucans biosynthesis protein C [EC:2.1.-.-],4482,2.6742609,1.9119640175505788e-05
KO:K09945,uncharacterized protein,4871,2.679498,0.02328048444906907
KO:K01067,acetyl-CoA hydrolase [EC:3.1.2.1],6131,2.6795645,8.133711421778042e-58
KO:K07689,"two-component system, NarL family, invasion response regulator UvrY",6271,2.6816587,2.884617427935542e-24
KO:K00311,electron-transferring-flavoprotein dehydrogenase [EC:1.5.5.1],6491,2.6825643,1.288112606494935e-58
KO:K00049,glyoxylate/hydroxypyruvate reductase [EC:1.1.1.79 1.1.1.81],2328,2.683062,1.098258629527563e-17
KO:K04338,curli production assembly/transport component CsgF,3504,2.686946,0.0002510515619006038
KO:K01452,chitin deacetylase [EC:3.5.1.41],5620,2.689561,2.3071632457942875e-20
KO:K06640,serine/threonine-protein kinase ATR [EC:2.7.11.1],3974,2.6897244,8.68368890446868e-07
KO:K18425,3-hydroxy-D-aspartate aldolase [EC:4.1.3.41],5619,2.6906533,1.2422496183819975e-18
