,0,1,2,3,4,cluster
614,ko00001,09190 Not Included in Pathway or Brite,09193 Unclassified: signaling and cellular processes,99978 Cell growth,K06298  gerM; germination protein M,Cluster_3
615,ko00001,09190 Not Included in Pathway or Brite,09193 Unclassified: signaling and cellular processes,99978 Cell growth,K06306  yaaH; spore germination protein,Cluster_3
616,ko00001,09190 Not Included in Pathway or Brite,09193 Unclassified: signaling and cellular processes,99978 Cell growth,K06317  bofA; inhibitor of the pro-sigma K processing machinery,Cluster_3
617,ko00001,09190 Not Included in Pathway or Brite,09193 Unclassified: signaling and cellular processes,99978 Cell growth,K06330  cotH; spore coat protein H,Cluster_3
618,ko00001,09190 Not Included in Pathway or Brite,09193 Unclassified: signaling and cellular processes,99978 Cell growth,K06384  spoIIM; stage II sporulation protein M,Cluster_3
619,ko00001,09190 Not Included in Pathway or Brite,09193 Unclassified: signaling and cellular processes,99978 Cell growth,K06385  spoIIP; stage II sporulation protein P,Cluster_3
620,ko00001,09190 Not Included in Pathway or Brite,09193 Unclassified: signaling and cellular processes,99978 Cell growth,K06398  spoIVA; stage IV sporulation protein A,Cluster_3
621,ko00001,09190 Not Included in Pathway or Brite,09193 Unclassified: signaling and cellular processes,99978 Cell growth,K06406  spoVAD; stage V sporulation protein AD,Cluster_3
622,ko00001,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ko02000],K06409  spoVB; stage V sporulation protein B,Cluster_3
623,ko00001,09190 Not Included in Pathway or Brite,09193 Unclassified: signaling and cellular processes,99978 Cell growth,K06412  spoVG; stage V sporulation protein G,Cluster_3
624,ko00001,09190 Not Included in Pathway or Brite,09193 Unclassified: signaling and cellular processes,99978 Cell growth,K06416  spoVS; stage V sporulation protein S,Cluster_3
625,ko00001,09180 Brite Hierarchies,09181 Protein families: metabolism,01002 Peptidases and inhibitors [BR:ko01002],K06530  CD109; CD109 antigen,Cluster_3
626,ko00001,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,04090 CD molecules [BR:ko04090],K06530  CD109; CD109 antigen,Cluster_3
627,ko00001,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03000 Transcription factors [BR:ko03000],"K06608  iolR; DeoR family transcriptional regulator, myo-inositol catabolism operon repressor",Cluster_3
628,ko00001,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03000 Transcription factors [BR:ko03000],K06714  rocR; arginine utilization regulatory protein,Cluster_3
629,ko00001,09100 Metabolism,09105 Amino acid metabolism,"00260 Glycine, serine and threonine metabolism [PATH:ko00260]","K06718  ectA; L-2,4-diaminobutyric acid acetyltransferase [EC:2.3.1.178]",Cluster_3
630,ko00001,09100 Metabolism,09101 Carbohydrate metabolism,00010 Glycolysis / Gluconeogenesis [PATH:ko00010],"K06859  pgi1; glucose-6-phosphate isomerase, archaeal [EC:5.3.1.9]",Cluster_3
631,ko00001,09100 Metabolism,09101 Carbohydrate metabolism,00030 Pentose phosphate pathway [PATH:ko00030],"K06859  pgi1; glucose-6-phosphate isomerase, archaeal [EC:5.3.1.9]",Cluster_3
632,ko00001,09100 Metabolism,09101 Carbohydrate metabolism,00500 Starch and sucrose metabolism [PATH:ko00500],"K06859  pgi1; glucose-6-phosphate isomerase, archaeal [EC:5.3.1.9]",Cluster_3
633,ko00001,09100 Metabolism,09101 Carbohydrate metabolism,00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520],"K06859  pgi1; glucose-6-phosphate isomerase, archaeal [EC:5.3.1.9]",Cluster_3
634,ko00001,09100 Metabolism,09104 Nucleotide metabolism,00230 Purine metabolism [PATH:ko00230],K06863  purP; 5-formaminoimidazole-4-carboxamide-1-(beta)-D-ribofuranosyl 5'-monophosphate synthetase [EC:6.3.4.23],Cluster_3
635,ko00001,09190 Not Included in Pathway or Brite,09194 Poorly characterized,99996 General function prediction only,K06865  K06865; ATPase,Cluster_3
636,ko00001,09120 Genetic Information Processing,09122 Translation,00970 Aminoacyl-tRNA biosynthesis [PATH:ko00970],K06868  sepcysS; Sep-tRNA:Cys-tRNA synthetase [EC:2.5.1.73],Cluster_3
637,ko00001,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03016 Transfer RNA biogenesis [BR:ko03016],K06868  sepcysS; Sep-tRNA:Cys-tRNA synthetase [EC:2.5.1.73],Cluster_3
638,ko00001,09190 Not Included in Pathway or Brite,09194 Poorly characterized,99997 Function unknown,K06869  K06869; uncharacterized protein,Cluster_3
639,ko00001,09190 Not Included in Pathway or Brite,09194 Poorly characterized,99997 Function unknown,K06870  K06870; uncharacterized protein,Cluster_3
640,ko00001,09190 Not Included in Pathway or Brite,09194 Poorly characterized,99996 General function prediction only,K06874  K06874; zinc finger protein,Cluster_3
641,ko00001,09190 Not Included in Pathway or Brite,09193 Unclassified: signaling and cellular processes,99995 Signaling proteins,"K06875  PDCD5, TFAR19; programmed cell death protein 5",Cluster_3
642,ko00001,09190 Not Included in Pathway or Brite,09194 Poorly characterized,99997 Function unknown,K06882  K06882; uncharacterized protein,Cluster_3
643,ko00001,09100 Metabolism,09101 Carbohydrate metabolism,00500 Starch and sucrose metabolism [PATH:ko00500],K06896  mapP; maltose 6'-phosphate phosphatase [EC:3.1.3.90],Cluster_3
644,ko00001,09190 Not Included in Pathway or Brite,09194 Poorly characterized,99997 Function unknown,K06908  K06908; uncharacterized protein,Cluster_3
645,ko00001,09100 Metabolism,09102 Energy metabolism,00680 Methane metabolism [PATH:ko00680],K06914  mfnD; tyramine---L-glutamate ligase [EC:6.3.4.24],Cluster_3
646,ko00001,09190 Not Included in Pathway or Brite,09194 Poorly characterized,99997 Function unknown,K06921  K06921; uncharacterized protein,Cluster_3
647,ko00001,09190 Not Included in Pathway or Brite,09194 Poorly characterized,99997 Function unknown,K06926  K06926; uncharacterized protein,Cluster_3
648,ko00001,09100 Metabolism,09104 Nucleotide metabolism,00230 Purine metabolism [PATH:ko00230],K06928  NTPCR; nucleoside-triphosphatase [EC:3.6.1.15],Cluster_3
649,ko00001,09100 Metabolism,09108 Metabolism of cofactors and vitamins,00730 Thiamine metabolism [PATH:ko00730],K06928  NTPCR; nucleoside-triphosphatase [EC:3.6.1.15],Cluster_3
650,ko00001,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03000 Transcription factors [BR:ko03000],"K06930  bat; HTH-type transcriptional regulator, bacterioopsin transcriptional activator and related proteins",Cluster_3
651,ko00001,09190 Not Included in Pathway or Brite,09194 Poorly characterized,99997 Function unknown,K06931  K06931; uncharacterized protein,Cluster_3
652,ko00001,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03016 Transfer RNA biogenesis [BR:ko03016],K06932  tiaS; tRNA(Ile2)-agmatinylcytidine synthase [EC:6.3.4.22],Cluster_3
653,ko00001,09190 Not Included in Pathway or Brite,09194 Poorly characterized,99997 Function unknown,K06933  K06933; uncharacterized protein,Cluster_3
654,ko00001,09190 Not Included in Pathway or Brite,09194 Poorly characterized,99997 Function unknown,K06935  K06935; uncharacterized protein,Cluster_3
655,ko00001,09190 Not Included in Pathway or Brite,09194 Poorly characterized,99997 Function unknown,K06939  K06939; uncharacterized protein,Cluster_3
656,ko00001,09120 Genetic Information Processing,09122 Translation,03008 Ribosome biogenesis in eukaryotes [PATH:ko03008],K06943  NOG1; nucleolar GTP-binding protein,Cluster_3
657,ko00001,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03009 Ribosome biogenesis [BR:ko03009],K06943  NOG1; nucleolar GTP-binding protein,Cluster_3
658,ko00001,09190 Not Included in Pathway or Brite,09191 Unclassified: metabolism,99980 Enzymes with EC numbers,"K06944  DRG, RBG; developmentally-regulated GTP-binding protein [EC:3.6.5.-]",Cluster_3
659,ko00001,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03009 Ribosome biogenesis [BR:ko03009],K06948  yqeH; 30S ribosome assembly GTPase,Cluster_3
660,ko00001,09190 Not Included in Pathway or Brite,09194 Poorly characterized,99997 Function unknown,K06951  K06951; uncharacterized protein,Cluster_3
661,ko00001,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03009 Ribosome biogenesis [BR:ko03009],K06961  KRR1; ribosomal RNA assembly protein,Cluster_3
662,ko00001,09190 Not Included in Pathway or Brite,09194 Poorly characterized,99997 Function unknown,K06962  K06962; uncharacterized protein,Cluster_3
663,ko00001,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03016 Transfer RNA biogenesis [BR:ko03016],"K06963  TAN1, THUMPD1; tRNA acetyltransferase TAN1",Cluster_3
664,ko00001,09120 Genetic Information Processing,09122 Translation,03015 mRNA surveillance pathway [PATH:ko03015],"K06965  PELO, DOM34, pelA; protein pelota",Cluster_3
665,ko00001,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03019 Messenger RNA biogenesis [BR:ko03019],"K06965  PELO, DOM34, pelA; protein pelota",Cluster_3
666,ko00001,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03016 Transfer RNA biogenesis [BR:ko03016],K06967  trmK; tRNA (adenine22-N1)-methyltransferase [EC:2.1.1.217],Cluster_3
667,ko00001,09180 Brite Hierarchies,09181 Protein families: metabolism,01002 Peptidases and inhibitors [BR:ko01002],"K06972  PITRM1, PreP, CYM1; presequence protease [EC:3.4.24.-]",Cluster_3
668,ko00001,09180 Brite Hierarchies,09181 Protein families: metabolism,01002 Peptidases and inhibitors [BR:ko01002],"K06974  amzA, AMZ2, AMZ1; archaemetzincin [EC:3.4.-.-]",Cluster_3
669,ko00001,09100 Metabolism,09109 Metabolism of terpenoids and polyketides,00900 Terpenoid backbone biosynthesis [PATH:ko00900],K06981  ipk; isopentenyl phosphate kinase [EC:2.7.4.26],Cluster_3
670,ko00001,09100 Metabolism,09108 Metabolism of cofactors and vitamins,00770 Pantothenate and CoA biosynthesis [PATH:ko00770],K06982  pok; pantoate kinase [EC:2.7.1.169],Cluster_3
671,ko00001,09100 Metabolism,09108 Metabolism of cofactors and vitamins,00790 Folate biosynthesis [PATH:ko00790],K06984  K06984; beta-ribofuranosylaminobenzene 5'-phosphate synthase [EC:2.4.2.54],Cluster_3
672,ko00001,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,04812 Cytoskeleton proteins [BR:ko04812],K06990  MEMO1; MEMO1 family protein,Cluster_3
673,ko00001,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02048 Prokaryotic defense system [BR:ko02048],K07012  cas3; CRISPR-associated endonuclease/helicase Cas3 [EC:3.1.-.- 5.6.2.4],Cluster_3
674,ko00001,09190 Not Included in Pathway or Brite,09194 Poorly characterized,99997 Function unknown,K07013  K07013; uncharacterized protein,Cluster_3
675,ko00001,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02048 Prokaryotic defense system [BR:ko02048],"K07016  csm1, cas10; CRISPR-associated protein Csm1",Cluster_3
676,ko00001,09190 Not Included in Pathway or Brite,09194 Poorly characterized,99997 Function unknown,K07022  K07022; uncharacterized protein,Cluster_3
677,ko00001,09100 Metabolism,09104 Nucleotide metabolism,00230 Purine metabolism [PATH:ko00230],"K07023  YGK1, HDDC2; 5'-deoxynucleotidase [EC:3.1.3.89]",Cluster_3
678,ko00001,09100 Metabolism,09104 Nucleotide metabolism,00240 Pyrimidine metabolism [PATH:ko00240],"K07023  YGK1, HDDC2; 5'-deoxynucleotidase [EC:3.1.3.89]",Cluster_3
679,ko00001,09100 Metabolism,09101 Carbohydrate metabolism,00051 Fructose and mannose metabolism [PATH:ko00051],K07026  E3.1.3.70; mannosyl-3-phosphoglycerate phosphatase [EC:3.1.3.70],Cluster_3
680,ko00001,09190 Not Included in Pathway or Brite,09194 Poorly characterized,99997 Function unknown,K07033  K07033; uncharacterized protein,Cluster_3
681,ko00001,09190 Not Included in Pathway or Brite,09194 Poorly characterized,99997 Function unknown,K07041  K07041; uncharacterized protein,Cluster_3
682,ko00001,09190 Not Included in Pathway or Brite,09194 Poorly characterized,99996 General function prediction only,K07049  K07049; TatD-related deoxyribonuclease,Cluster_3
683,ko00001,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03016 Transfer RNA biogenesis [BR:ko03016],"K07055  TRM12, TYW2; tRNA wybutosine-synthesizing protein 2 [EC:2.5.1.114]",Cluster_3
684,ko00001,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02048 Prokaryotic defense system [BR:ko02048],K07060  nob1; endoribonuclease Nob1 [EC:3.1.-.-],Cluster_3
685,ko00001,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02048 Prokaryotic defense system [BR:ko02048],K07061  cmr1; CRISPR-associated protein Cmr1,Cluster_3
686,ko00001,09190 Not Included in Pathway or Brite,09194 Poorly characterized,99997 Function unknown,K07063  K07063; uncharacterized protein,Cluster_3
687,ko00001,09190 Not Included in Pathway or Brite,09194 Poorly characterized,99997 Function unknown,K07066  K07066; uncharacterized protein,Cluster_3
688,ko00001,09190 Not Included in Pathway or Brite,09194 Poorly characterized,99997 Function unknown,K07069  K07069; uncharacterized protein,Cluster_3
689,ko00001,09190 Not Included in Pathway or Brite,09194 Poorly characterized,99997 Function unknown,K07073  K07073; uncharacterized protein,Cluster_3
690,ko00001,09190 Not Included in Pathway or Brite,09194 Poorly characterized,99997 Function unknown,K07075  K07075; uncharacterized protein,Cluster_3
691,ko00001,09190 Not Included in Pathway or Brite,09194 Poorly characterized,99997 Function unknown,K07076  K07076; uncharacterized protein,Cluster_3
692,ko00001,09190 Not Included in Pathway or Brite,09194 Poorly characterized,99997 Function unknown,K07079  K07079; uncharacterized protein,Cluster_3
693,ko00001,09190 Not Included in Pathway or Brite,09194 Poorly characterized,99997 Function unknown,K07092  K07092; uncharacterized protein,Cluster_3
694,ko00001,09190 Not Included in Pathway or Brite,09194 Poorly characterized,99997 Function unknown,K07097  K07097; uncharacterized protein,Cluster_3
695,ko00001,09190 Not Included in Pathway or Brite,09194 Poorly characterized,99997 Function unknown,K07099  K07099; uncharacterized protein,Cluster_3
696,ko00001,09190 Not Included in Pathway or Brite,09194 Poorly characterized,99997 Function unknown,K07103  K07103; uncharacterized protein,Cluster_3
697,ko00001,09190 Not Included in Pathway or Brite,09194 Poorly characterized,99997 Function unknown,K07105  K07105; uncharacterized protein,Cluster_3
698,ko00001,09190 Not Included in Pathway or Brite,09194 Poorly characterized,99997 Function unknown,K07108  K07108; uncharacterized protein,Cluster_3
699,ko00001,09190 Not Included in Pathway or Brite,09194 Poorly characterized,99997 Function unknown,K07109  K07109; uncharacterized protein,Cluster_3
700,ko00001,09190 Not Included in Pathway or Brite,09194 Poorly characterized,99997 Function unknown,K07128  K07128; uncharacterized protein,Cluster_3
701,ko00001,09190 Not Included in Pathway or Brite,09194 Poorly characterized,99997 Function unknown,K07129  K07129; uncharacterized protein,Cluster_3
702,ko00001,09190 Not Included in Pathway or Brite,09194 Poorly characterized,99997 Function unknown,K07133  K07133; uncharacterized protein,Cluster_3
703,ko00001,09190 Not Included in Pathway or Brite,09194 Poorly characterized,99997 Function unknown,K07138  K07138; uncharacterized protein,Cluster_3
704,ko00001,09190 Not Included in Pathway or Brite,09194 Poorly characterized,99997 Function unknown,K07139  K07139; uncharacterized protein,Cluster_3
705,ko00001,09100 Metabolism,09108 Metabolism of cofactors and vitamins,00790 Folate biosynthesis [PATH:ko00790],K07142  mptE; 2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase [EC:2.7.6.3],Cluster_3
706,ko00001,09190 Not Included in Pathway or Brite,09194 Poorly characterized,99996 General function prediction only,K07143  K07143; UPF0148 protein,Cluster_3
707,ko00001,09100 Metabolism,09102 Energy metabolism,00680 Methane metabolism [PATH:ko00680],K07144  mfnE; 5-(aminomethyl)-3-furanmethanol phosphate kinase [EC:2.7.4.31],Cluster_3
708,ko00001,09100 Metabolism,09107 Glycan biosynthesis and metabolism,00510 N-Glycan biosynthesis [PATH:ko00510],K07151  STT3; dolichyl-diphosphooligosaccharide---protein glycosyltransferase [EC:2.4.99.18],Cluster_3
709,ko00001,09100 Metabolism,09107 Glycan biosynthesis and metabolism,00513 Various types of N-glycan biosynthesis [PATH:ko00513],K07151  STT3; dolichyl-diphosphooligosaccharide---protein glycosyltransferase [EC:2.4.99.18],Cluster_3
710,ko00001,09120 Genetic Information Processing,"09123 Folding, sorting and degradation",04141 Protein processing in endoplasmic reticulum [PATH:ko04141],K07151  STT3; dolichyl-diphosphooligosaccharide---protein glycosyltransferase [EC:2.4.99.18],Cluster_3
711,ko00001,09180 Brite Hierarchies,09181 Protein families: metabolism,01003 Glycosyltransferases [BR:ko01003],K07151  STT3; dolichyl-diphosphooligosaccharide---protein glycosyltransferase [EC:2.4.99.18],Cluster_3
712,ko00001,09190 Not Included in Pathway or Brite,09194 Poorly characterized,99997 Function unknown,K07158  K07158; uncharacterized protein,Cluster_3
713,ko00001,09190 Not Included in Pathway or Brite,09194 Poorly characterized,99997 Function unknown,K07159  K07159; uncharacterized protein,Cluster_3
714,ko00001,09190 Not Included in Pathway or Brite,09194 Poorly characterized,99997 Function unknown,K07162  K07162; uncharacterized protein,Cluster_3
715,ko00001,09190 Not Included in Pathway or Brite,09194 Poorly characterized,99997 Function unknown,K07163  K07163; uncharacterized protein,Cluster_3
716,ko00001,09190 Not Included in Pathway or Brite,09193 Unclassified: signaling and cellular processes,99995 Signaling proteins,K07166  K07166; ACT domain-containing protein,Cluster_3
717,ko00001,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02048 Prokaryotic defense system [BR:ko02048],"K07171  mazF, ndoA, chpA; mRNA interferase MazF [EC:3.1.-.-]",Cluster_3
718,ko00001,09100 Metabolism,09105 Amino acid metabolism,00270 Cysteine and methionine metabolism [PATH:ko00270],K07173  luxS; S-ribosylhomocysteine lyase [EC:4.4.1.21],Cluster_3
719,ko00001,09140 Cellular Processes,09145 Cellular community - prokaryotes,02024 Quorum sensing [PATH:ko02024],K07173  luxS; S-ribosylhomocysteine lyase [EC:4.4.1.21],Cluster_3
720,ko00001,09140 Cellular Processes,09145 Cellular community - prokaryotes,05111 Biofilm formation - Vibrio cholerae [PATH:ko05111],K07173  luxS; S-ribosylhomocysteine lyase [EC:4.4.1.21],Cluster_3
721,ko00001,09140 Cellular Processes,09145 Cellular community - prokaryotes,02026 Biofilm formation - Escherichia coli [PATH:ko02026],K07173  luxS; S-ribosylhomocysteine lyase [EC:4.4.1.21],Cluster_3
722,ko00001,09190 Not Included in Pathway or Brite,09193 Unclassified: signaling and cellular processes,99995 Signaling proteins,K07176  K07176; putative serine/threonine protein kinase,Cluster_3
723,ko00001,09120 Genetic Information Processing,09122 Translation,03008 Ribosome biogenesis in eukaryotes [PATH:ko03008],K07179  RIOK2; RIO kinase 2 [EC:2.7.11.1],Cluster_3
724,ko00001,09180 Brite Hierarchies,09181 Protein families: metabolism,01001 Protein kinases [BR:ko01001],K07179  RIOK2; RIO kinase 2 [EC:2.7.11.1],Cluster_3
725,ko00001,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03009 Ribosome biogenesis [BR:ko03009],K07179  RIOK2; RIO kinase 2 [EC:2.7.11.1],Cluster_3
726,ko00001,09130 Environmental Information Processing,09132 Signal transduction,04371 Apelin signaling pathway [PATH:ko04371],"K07199  PRKAB; 5'-AMP-activated protein kinase, regulatory beta subunit",Cluster_3
727,ko00001,09130 Environmental Information Processing,09132 Signal transduction,04068 FoxO signaling pathway [PATH:ko04068],"K07199  PRKAB; 5'-AMP-activated protein kinase, regulatory beta subunit",Cluster_3
728,ko00001,09130 Environmental Information Processing,09132 Signal transduction,04152 AMPK signaling pathway [PATH:ko04152],"K07199  PRKAB; 5'-AMP-activated protein kinase, regulatory beta subunit",Cluster_3
729,ko00001,09140 Cellular Processes,09144 Cellular community - eukaryotes,04530 Tight junction [PATH:ko04530],"K07199  PRKAB; 5'-AMP-activated protein kinase, regulatory beta subunit",Cluster_3
730,ko00001,09150 Organismal Systems,09152 Endocrine system,04910 Insulin signaling pathway [PATH:ko04910],"K07199  PRKAB; 5'-AMP-activated protein kinase, regulatory beta subunit",Cluster_3
731,ko00001,09150 Organismal Systems,09152 Endocrine system,04922 Glucagon signaling pathway [PATH:ko04922],"K07199  PRKAB; 5'-AMP-activated protein kinase, regulatory beta subunit",Cluster_3
732,ko00001,09150 Organismal Systems,09152 Endocrine system,04920 Adipocytokine signaling pathway [PATH:ko04920],"K07199  PRKAB; 5'-AMP-activated protein kinase, regulatory beta subunit",Cluster_3
733,ko00001,09150 Organismal Systems,09152 Endocrine system,04921 Oxytocin signaling pathway [PATH:ko04921],"K07199  PRKAB; 5'-AMP-activated protein kinase, regulatory beta subunit",Cluster_3
734,ko00001,09150 Organismal Systems,09149 Aging,04211 Longevity regulating pathway [PATH:ko04211],"K07199  PRKAB; 5'-AMP-activated protein kinase, regulatory beta subunit",Cluster_3
735,ko00001,09150 Organismal Systems,09149 Aging,04213 Longevity regulating pathway - multiple species [PATH:ko04213],"K07199  PRKAB; 5'-AMP-activated protein kinase, regulatory beta subunit",Cluster_3
736,ko00001,09150 Organismal Systems,09159 Environmental adaptation,04710 Circadian rhythm [PATH:ko04710],"K07199  PRKAB; 5'-AMP-activated protein kinase, regulatory beta subunit",Cluster_3
737,ko00001,09150 Organismal Systems,09159 Environmental adaptation,04714 Thermogenesis [PATH:ko04714],"K07199  PRKAB; 5'-AMP-activated protein kinase, regulatory beta subunit",Cluster_3
738,ko00001,09160 Human Diseases,09166 Cardiovascular disease,05410 Hypertrophic cardiomyopathy [PATH:ko05410],"K07199  PRKAB; 5'-AMP-activated protein kinase, regulatory beta subunit",Cluster_3
739,ko00001,09160 Human Diseases,09167 Endocrine and metabolic disease,04936 Alcoholic liver disease [PATH:ko04936],"K07199  PRKAB; 5'-AMP-activated protein kinase, regulatory beta subunit",Cluster_3
740,ko00001,09160 Human Diseases,09167 Endocrine and metabolic disease,04932 Non-alcoholic fatty liver disease [PATH:ko04932],"K07199  PRKAB; 5'-AMP-activated protein kinase, regulatory beta subunit",Cluster_3
741,ko00001,09160 Human Diseases,09167 Endocrine and metabolic disease,04931 Insulin resistance [PATH:ko04931],"K07199  PRKAB; 5'-AMP-activated protein kinase, regulatory beta subunit",Cluster_3
742,ko00001,09190 Not Included in Pathway or Brite,09193 Unclassified: signaling and cellular processes,99994 Others,K07216  hr; hemerythrin,Cluster_3
743,ko00001,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03016 Transfer RNA biogenesis [BR:ko03016],K07254  atrm56; tRNA (cytidine56-2'-O)-methyltransferase [EC:2.1.1.206],Cluster_3
744,ko00001,09100 Metabolism,09102 Energy metabolism,00920 Sulfur metabolism [PATH:ko00920],K07306  dmsA; anaerobic dimethyl sulfoxide reductase subunit A [EC:1.8.5.3],Cluster_3
745,ko00001,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ko02000],K07306  dmsA; anaerobic dimethyl sulfoxide reductase subunit A [EC:1.8.5.3],Cluster_3
746,ko00001,09100 Metabolism,09102 Energy metabolism,00920 Sulfur metabolism [PATH:ko00920],K07307  dmsB; anaerobic dimethyl sulfoxide reductase subunit B,Cluster_3
747,ko00001,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ko02000],K07307  dmsB; anaerobic dimethyl sulfoxide reductase subunit B,Cluster_3
748,ko00001,09100 Metabolism,09102 Energy metabolism,00920 Sulfur metabolism [PATH:ko00920],K07308  dmsC; anaerobic dimethyl sulfoxide reductase subunit C,Cluster_3
749,ko00001,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ko02000],K07308  dmsC; anaerobic dimethyl sulfoxide reductase subunit C,Cluster_3
750,ko00001,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ko02000],K07311  ynfG; Tat-targeted selenate reductase subunit YnfG,Cluster_3
751,ko00001,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02048 Prokaryotic defense system [BR:ko02048],K07316  mod; adenine-specific DNA-methyltransferase [EC:2.1.1.72],Cluster_3
752,ko00001,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02048 Prokaryotic defense system [BR:ko02048],K07317  K07317; adenine-specific DNA-methyltransferase [EC:2.1.1.72],Cluster_3
753,ko00001,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02048 Prokaryotic defense system [BR:ko02048],K07319  yhdJ; adenine-specific DNA-methyltransferase [EC:2.1.1.72],Cluster_3
754,ko00001,09190 Not Included in Pathway or Brite,09193 Unclassified: signaling and cellular processes,99978 Cell growth,K07321  cooC; CO dehydrogenase maturation factor,Cluster_3
755,ko00001,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02044 Secretion system [BR:ko02044],K07325  flaB; archaeal flagellin FlaB,Cluster_3
756,ko00001,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02035 Bacterial motility proteins [BR:ko02035],K07325  flaB; archaeal flagellin FlaB,Cluster_3
757,ko00001,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02044 Secretion system [BR:ko02044],K07329  flaF; archaeal flagellar protein FlaF,Cluster_3
758,ko00001,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02035 Bacterial motility proteins [BR:ko02035],K07329  flaF; archaeal flagellar protein FlaF,Cluster_3
759,ko00001,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02044 Secretion system [BR:ko02044],K07330  flaG; archaeal flagellar protein FlaG,Cluster_3
760,ko00001,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02035 Bacterial motility proteins [BR:ko02035],K07330  flaG; archaeal flagellar protein FlaG,Cluster_3
761,ko00001,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02044 Secretion system [BR:ko02044],K07331  flaH; archaeal flagellar protein FlaH,Cluster_3
762,ko00001,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02035 Bacterial motility proteins [BR:ko02035],K07331  flaH; archaeal flagellar protein FlaH,Cluster_3
763,ko00001,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02044 Secretion system [BR:ko02044],K07332  flaI; archaeal flagellar protein FlaI,Cluster_3
764,ko00001,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02035 Bacterial motility proteins [BR:ko02035],K07332  flaI; archaeal flagellar protein FlaI,Cluster_3
765,ko00001,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02044 Secretion system [BR:ko02044],K07333  flaJ; archaeal flagellar protein FlaJ,Cluster_3
766,ko00001,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02035 Bacterial motility proteins [BR:ko02035],K07333  flaJ; archaeal flagellar protein FlaJ,Cluster_3
767,ko00001,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02048 Prokaryotic defense system [BR:ko02048],K07339  hicA; mRNA interferase HicA [EC:3.1.-.-],Cluster_3
768,ko00001,09120 Genetic Information Processing,"09123 Folding, sorting and degradation",03060 Protein export [PATH:ko03060],"K07342  SEC61G, SSS1, secE; protein transport protein SEC61 subunit gamma and related proteins",Cluster_3
769,ko00001,09120 Genetic Information Processing,"09123 Folding, sorting and degradation",04141 Protein processing in endoplasmic reticulum [PATH:ko04141],"K07342  SEC61G, SSS1, secE; protein transport protein SEC61 subunit gamma and related proteins",Cluster_3
770,ko00001,09140 Cellular Processes,09141 Transport and catabolism,04145 Phagosome [PATH:ko04145],"K07342  SEC61G, SSS1, secE; protein transport protein SEC61 subunit gamma and related proteins",Cluster_3
771,ko00001,09160 Human Diseases,09171 Infectious disease: bacterial,05110 Vibrio cholerae infection [PATH:ko05110],"K07342  SEC61G, SSS1, secE; protein transport protein SEC61 subunit gamma and related proteins",Cluster_3
